T (C)	Fraction solid (wt)-TOTAL	Fraction liquid (wt)-LIQUID	Density (g/(cm)^3)-TOTAL	Volume change (%)-  	Average expansion coeff. (10e-6 1/K)-  	Thermal conductivity (W/(m*K))-TOTAL	Electrical conductivity (10e6 1/(Ohm*m))-TOTAL	Young's modulus (GPa)-TOTAL	Poisson's ratio-TOTAL	Enthalpy (J/mole)-TOTAL	Specific heat (J/(mole K))-TOTAL	Latent heat (J/mole)-TOTAL
400.0	0.0	1.0	6.72705	0.0	67.08382	46.75292	2.83485	0.0	0.5	19871.226	 	0.0
395.65	0.0	1.0	6.73058	-0.0524145	67.36437	46.53849	2.84021	0.0	0.5	19740.175	30.1193	0.0
395.0	0.00155	0.99845	6.73154	-0.0661184	67.34974	46.50155	2.84071	2.9386E-10	0.4994	19705.141	53.9865	15.518
390.0	0.01295	0.98705	6.73879	-0.17408	67.21197	46.21678	2.8446	1.46344E-6	0.49494	19440.37	52.9542	130.175
385.0	0.02333	0.97667	6.74573	-0.27777	67.11293	45.93506	2.84874	1.55833E-5	0.49086	19185.933	50.8874	234.942
384.19	0.02492	0.97508	6.74683	-0.29392	67.10394	45.88939	2.84944	2.03137E-5	0.49024	19145.521	 	251.007
384.19	0.02492	0.97508	6.74683	-0.29392	67.10394	45.88939	2.84944	2.03137E-5	0.49024	19145.521	 	251.007
380.0	0.16593	0.83407	6.79063	-0.93578	61.41337	47.0308	2.93903	0.0031285	0.42528	17561.181	324.95	1710.458
375.0	0.23033	0.76967	6.81309	-1.26309	58.93825	47.44491	2.98778	0.0136727	0.39509	16692.054	173.825	2430.771
370.0	0.27208	0.72792	6.82898	-1.49284	57.40509	47.68008	3.02593	0.0279501	0.37527	16053.703	127.67	2920.721
365.0	0.30396	0.69604	6.84197	-1.67977	56.2783	47.85183	3.06062	0.044301	0.35997	15517.683	107.204	3308.743
360.0	0.33025	0.66975	6.85331	-1.8421	55.38121	47.99637	3.09411	0.0619455	0.34724	15040.419	95.4528	3638.403
355.0	0.35292	0.64708	6.86357	-1.98911	54.62322	48.12954	3.12739	0.0804531	0.33616	14601.556	87.7726	3930.047
350.0	0.37303	0.62697	6.87305	-2.1241	53.97467	48.25949	3.161	0.0995351	0.32626	14190.167	82.2778	4194.591
345.0	0.39118	0.60882	6.88193	-2.25039	53.40314	48.38866	3.19509	0.11897	0.31727	13800.11	78.0114	4438.168
340.0	0.40773	0.59227	6.89032	-2.3697	52.89304	48.51706	3.2297	0.13856	0.30902	13428.01	74.42	4664.145
335.0	0.42288	0.57712	6.89828	-2.48245	52.44225	48.64215	3.26465	0.15808	0.30143	13072.121	71.1778	4874.259
330.0	0.43675	0.56325	6.90584	-2.58882	52.05174	48.76158	3.29979	0.17734	0.29445	12731.529	68.1184	5069.414
325.0	0.44945	0.55055	6.91304	-2.69079	51.70076	48.87169	3.33489	0.19619	0.28804	12405.581	65.1896	5250.255
320.0	0.46107	0.53893	6.9199	-2.78691	51.40894	48.97131	3.36985	0.21451	0.28216	12093.553	62.4056	5417.497
315.0	0.47169	0.52831	6.92646	-2.8789	51.15818	49.05817	3.40453	0.2322	0.27678	11794.539	59.8028	5572.036
310.0	0.48142	0.51858	6.93274	-2.96725	50.94432	49.13289	3.43895	0.24928	0.27183	11507.482	57.4114	5714.923
305.0	0.49035	0.50965	6.93877	-3.05124	50.77878	49.19542	3.47311	0.2657	0.26728	11231.257	55.245	5847.272
300.0	0.49858	0.50142	6.94458	-3.13232	50.64506	49.24635	3.50703	0.28151	0.26309	10964.752	53.301	5970.187
295.0	0.50619	0.49381	6.95019	-3.21101	50.53808	49.28731	3.54084	0.29675	0.2592	10706.924	51.5656	6084.703
290.0	0.51325	0.48675	6.95564	-3.2867	50.46774	49.31887	3.57456	0.31144	0.2556	10456.826	50.0196	6191.759
285.0	0.51983	0.48017	6.96093	-3.35997	50.42797	49.33093	3.60747	0.32561	0.25224	10213.617	48.6418	6292.187
280.0	0.52597	0.47403	6.96608	-3.43127	50.41447	49.34354	3.64101	0.33933	0.2491	9976.562	47.411	6386.713
275.0	0.53173	0.46827	6.9711	-3.50072	50.4268	49.34913	3.67463	0.35259	0.24615	9745.023	46.3078	6475.967
270.0	0.53714	0.46286	6.97602	-3.5691	50.45535	49.34979	3.70851	0.36547	0.24337	9518.447	45.3152	6560.494
265.0	0.54225	0.45775	6.98084	-3.63563	50.51283	49.34514	3.74261	0.37796	0.24076	9296.359	44.4176	6640.759
260.0	0.54707	0.45293	6.98556	-3.70062	50.59614	49.33595	3.77701	0.39008	0.23828	9078.351	43.6016	6717.163
255.0	0.55164	0.44836	6.9902	-3.76479	50.6959	49.32336	3.81179	0.40189	0.23594	8864.072	42.8558	6790.049
250.0	0.55597	0.44403	6.99476	-3.8273	50.82645	49.30681	3.84693	0.41335	0.23372	8653.219	42.1706	6859.708
245.0	0.56009	0.43991	6.99925	-3.88917	50.97338	49.28757	3.88254	0.42453	0.2316	8445.536	41.5366	6926.391
240.0	0.564	0.436	7.00367	-3.94978	51.14825	49.26529	3.9186	0.4354	0.22959	8240.803	40.9466	6990.307
235.0	0.56773	0.43227	7.00803	-4.00945	51.34744	49.24049	3.95516	0.44597	0.22768	8038.834	40.3938	7051.634
230.0	0.57128	0.42872	7.01233	-4.06827	51.5713	49.21326	3.99226	0.45627	0.22585	7839.481	39.8706	7110.52
225.0	0.57466	0.42534	7.01657	-4.12632	51.81999	49.1839	4.02992	0.4663	0.22411	7642.71	39.3542	7167.087
220.0	0.57787	0.42213	7.02075	-4.1836	52.09571	49.15249	4.06818	0.47605	0.22246	7448.446	38.8528	7221.438
215.0	0.58094	0.41906	7.02489	-4.23977	52.40688	49.11861	4.10702	0.48551	0.22088	7256.606	38.368	7273.651
210.0	0.58386	0.41614	7.02897	-4.29563	52.7408	49.08304	4.14652	0.49472	0.21938	7067.128	37.8956	7323.793
205.0	0.58663	0.41337	7.033	-4.35045	53.11405	49.04527	4.18665	0.50362	0.21795	6879.96	37.4336	7371.913
200.0	0.58927	0.41073	7.03699	-4.40477	53.51878	49.00561	4.22747	0.51226	0.21659	6695.063	36.9794	7418.053
195.0	1.0	0.0	7.13532	-5.72178	27.32016	70.91224	6.18258	9.11217	0.14258	4108.862	517.24	9865.787
190.0	1.0	0.0	7.13833	-5.76148	27.28549	70.93775	6.25158	9.16576	0.14258	3970.459	27.6806	 
185.0	1.0	0.0	7.14133	-5.80108	27.25085	70.9639	6.32213	9.2185	0.14259	3832.359	27.62	 
180.0	1.0	0.0	7.14432	-5.84059	27.21626	70.99072	6.39431	9.27043	0.14259	3694.564	27.559	 
