T (C)	Fraction solid (wt)-TOTAL	Fraction liquid (wt)-LIQUID	Density (g/(cm)^3)-TOTAL	Volume change (%)-  	Average expansion coeff. (10e-6 1/K)-  	Thermal conductivity (W/(m*K))-TOTAL	Electrical conductivity (10e6 1/(Ohm*m))-TOTAL	Young's modulus (GPa)-TOTAL	Poisson's ratio-TOTAL	Enthalpy (J/mole)-TOTAL	Specific heat (J/(mole K))-TOTAL	Latent heat (J/mole)-TOTAL
400.0	0.0	1.0	9.00594	0.0	51.6759	23.01625	1.39559	0.0	0.5	18207.393	 	0.0
395.0	0.0	1.0	9.01102	-0.0563155	51.83738	22.93735	1.40121	0.0	0.5	18059.628	29.553	0.0
390.0	0.0	1.0	9.01607	-0.11239	52.00566	22.85845	1.40692	0.0	0.5	17911.808	29.564	0.0
385.0	0.0	1.0	9.02112	-0.16821	52.18102	22.77955	1.41271	0.0	0.5	17763.93	29.5756	0.0
380.0	0.0	1.0	9.02614	-0.22379	52.36377	22.70065	1.4186	0.0	0.5	17615.993	29.5874	0.0
375.0	0.0	1.0	9.03115	-0.27912	52.55421	22.62175	1.42457	0.0	0.5	17467.994	29.5998	0.0
370.0	0.0	1.0	9.03614	-0.33421	52.75269	22.54285	1.43064	0.0	0.5	17319.931	29.6126	0.0
365.0	0.0	1.0	9.04112	-0.38905	52.95955	22.46395	1.4368	0.0	0.5	17171.802	29.6258	0.0
360.0	0.0	1.0	9.04607	-0.44364	53.17518	22.38505	1.44306	0.0	0.5	17023.605	29.6394	0.0
355.0	0.0	1.0	9.05101	-0.49799	53.39996	22.30614	1.44942	0.0	0.5	16875.336	29.6538	0.0
350.0	0.0	1.0	9.05594	-0.55209	53.63433	22.22724	1.45588	0.0	0.5	16726.993	29.6686	0.0
345.0	0.0	1.0	9.06085	-0.60595	53.87874	22.14834	1.46245	0.0	0.5	16578.573	29.684	0.0
340.0	0.0	1.0	9.06574	-0.65956	54.13365	22.06944	1.46912	0.0	0.5	16430.072	29.7002	0.0
335.0	0.0	1.0	9.07061	-0.71293	54.39958	21.99054	1.47591	0.0	0.5	16281.488	29.7168	0.0
330.0	0.0	1.0	9.07546	-0.76605	54.67708	21.91164	1.4828	0.0	0.5	16132.818	29.734	0.0
325.0	0.0	1.0	9.0803	-0.81893	54.96671	21.83274	1.48981	0.0	0.5	15984.096	29.7444	0.0
320.0	0.0	1.0	9.08512	-0.87155	55.2691	21.75384	1.49694	0.0	0.5	15835.565	29.7062	0.0
315.0	0.0	1.0	9.08993	-0.92394	55.58491	21.67494	1.50419	0.0	0.5	15687.256	29.6618	0.0
310.0	0.0	1.0	9.09471	-0.97608	55.91484	21.59604	1.51157	0.0	0.5	15539.158	29.6196	0.0
305.0	0.0	1.0	9.09948	-1.02797	56.25965	21.51713	1.51907	0.0	0.5	15391.261	29.5794	0.0
300.0	0.0	1.0	9.10423	-1.07961	56.62015	21.43823	1.5267	0.0	0.5	15243.554	29.5414	0.0
295.0	0.0	1.0	9.10897	-1.13101	56.99721	21.35933	1.53447	0.0	0.5	15096.026	29.5056	0.0
290.0	0.0	1.0	9.11368	-1.18217	57.39177	21.28043	1.54238	0.0	0.5	14948.668	29.4716	0.0
285.0	0.0	1.0	9.11838	-1.23308	57.80485	21.20153	1.55042	0.0	0.5	14801.468	29.44	0.0
280.0	0.0	1.0	9.12306	-1.28374	58.23752	21.12263	1.55862	0.0	0.5	14654.415	29.4106	0.0
275.0	0.0	1.0	9.12772	-1.33415	58.69096	21.04373	1.56696	0.0	0.5	14507.499	29.3832	0.0
270.0	0.0	1.0	9.13236	-1.38433	59.16645	20.96483	1.57545	0.0	0.5	14360.709	29.358	0.0
265.0	0.0	1.0	9.13699	-1.43425	59.66536	20.88593	1.58411	0.0	0.5	14214.033	29.3352	0.0
260.0	0.0	1.0	9.1416	-1.48393	60.1892	20.80702	1.59292	0.0	0.5	14067.462	29.3142	0.0
255.0	0.0	1.0	9.14619	-1.53337	60.73958	20.72812	1.6019	0.0	0.5	13920.983	29.2958	0.0
250.0	0.0	1.0	9.15076	-1.58255	61.31827	20.64922	1.61106	0.0	0.5	13774.585	29.2796	0.0
245.0	0.0	1.0	9.15531	-1.6315	61.9272	20.57032	1.62039	0.0	0.5	13628.257	29.2656	0.0
240.0	0.0	1.0	9.15984	-1.68019	62.5685	20.49142	1.6299	0.0	0.5	13481.986	29.2542	0.0
237.05	0.0	1.0	9.16252	-1.70886	62.96363	20.44479	1.63561	0.0	0.5	13395.564	29.2466	0.0
235.0	0.04388	0.95612	9.17238	-1.8138	61.81423	20.85564	1.6752	3.49059E-5	0.49704	13160.347	115.017	175.415
230.0	0.13811	0.86189	9.19395	-2.045	59.34392	21.76711	1.76578	0.00353467	0.49061	12634.803	105.109	554.783
225.0	0.21634	0.78366	9.21254	-2.24205	57.35235	22.56089	1.84854	0.0218493	0.48523	12169.788	93.003	873.828
220.47	0.27604	0.72396	9.22726	-2.3989	55.85028	23.19356	1.91781	0.059194	0.48108	11791.186	 	1120.505
220.0	0.28657	0.71343	9.22945	-2.4212	55.58266	23.31816	1.92996	0.0686656	0.48023	11712.502	91.4572	1185.392
215.0	0.38419	0.61581	9.25008	-2.63881	53.00553	24.52631	2.05075	0.22786	0.47224	10966.994	149.102	1785.432
210.0	0.45953	0.54047	9.26676	-2.81448	51.08891	25.53668	2.15733	0.48866	0.46598	10357.014	121.996	2250.199
205.0	0.51862	0.48138	9.28058	-2.95936	49.66922	26.38199	2.25205	0.83066	0.46101	9846.014	102.2	2616.247
200.0	0.56558	0.43442	9.29229	-3.08169	48.62274	27.08147	2.33618	1.22587	0.45702	9409.179	87.367	2908.393
195.0	0.60334	0.39666	9.30243	-3.18727	47.86223	27.67125	2.41256	1.6485	0.45377	9028.978	76.0402	3144.172
190.0	0.63405	0.36595	9.31135	-3.27993	47.33186	28.16719	2.48231	2.07846	0.45111	8692.637	67.2682	3336.36
185.0	0.65929	0.34071	9.31936	-3.36284	46.9833	28.58648	2.54675	2.50238	0.44891	8390.642	60.399	3494.476
180.66	0.6777	0.3223	9.32571	-3.42882	46.79895	28.8994	2.59927	2.85866	0.4473	8150.631	 	3609.753
180.66	1.0	0.0	9.41472	-4.34188	26.10941	36.49838	3.28273	22.43385	0.40423	5760.356	 	6000.028
175.0	1.0	0.0	9.41908	-4.38613	26.05377	36.58213	3.3318	22.73884	0.40423	5597.476	279.317	 
170.0	1.0	0.0	9.42292	-4.42507	26.00484	36.65676	3.37627	23.00593	0.40423	5453.869	28.7214	 
165.0	1.0	0.0	9.42674	-4.46387	25.95613	36.73199	3.42181	23.27073	0.40423	5310.586	28.6566	 
160.0	1.0	0.0	9.43056	-4.50252	25.90765	36.80784	3.46845	23.53322	0.40423	5167.626	28.592	 
155.0	1.0	0.0	9.43436	-4.54103	25.85939	36.88434	3.51625	23.79343	0.40423	5024.99	28.5272	 
150.0	1.0	0.0	9.43815	-4.57939	25.81134	36.9615	3.56524	24.05134	0.40423	4882.677	28.4626	 
145.0	1.0	0.0	9.44194	-4.61761	25.76352	37.03936	3.61547	24.30698	0.40422	4740.687	28.398	 
140.0	1.0	0.0	9.44571	-4.65568	25.71593	37.11795	3.66699	24.56033	0.40422	4599.022	28.333	 
135.0	1.0	0.0	9.44947	-4.69361	25.66856	37.19728	3.71985	24.8114	0.40422	4457.68	28.2684	 
130.0	1.0	0.0	9.45321	-4.7314	25.6214	37.2774	3.7741	25.06019	0.40422	4316.662	28.2036	 
125.0	1.0	0.0	9.45695	-4.76905	25.57447	37.35834	3.82979	25.30671	0.40422	4175.969	28.1386	 
120.0	1.0	0.0	9.46068	-4.80657	25.52777	37.44013	3.88699	25.55096	0.40422	4035.598	28.0742	 
115.0	1.0	0.0	9.46439	-4.84394	25.48128	37.5228	3.94575	25.79294	0.40422	3895.552	28.0092	 
110.0	1.0	0.0	9.4681	-4.88118	25.43502	37.60639	4.00615	26.03265	0.40422	3755.829	27.9446	 
105.0	1.0	0.0	9.47179	-4.91828	25.38898	37.69095	4.06824	26.27009	0.40421	3616.429	27.88	 
100.0	1.0	0.0	9.47548	-4.95524	25.34316	37.77651	4.13211	26.50528	0.40421	3477.352	27.8154	 
95.0	1.0	0.0	9.47915	-4.99207	25.29757	37.86311	4.19784	26.7382	0.40421	3338.598	27.7508	 
90.0	1.0	0.0	9.48281	-5.02877	25.2522	37.95081	4.26549	26.96886	0.40421	3200.166	27.6864	 
85.0	1.0	0.0	9.48647	-5.06534	25.20705	38.03964	4.33516	27.19726	0.40421	3062.055	27.6222	 
80.0	1.0	0.0	9.49011	-5.10177	25.16212	38.12967	4.40695	27.42341	0.40421	2924.265	27.558	 
75.0	1.0	0.0	9.49374	-5.13807	25.11741	38.22095	4.48094	27.6473	0.40421	2786.796	27.4938	 
70.0	1.0	0.0	9.49736	-5.17425	25.07293	38.31353	4.55724	27.86893	0.40421	2649.646	27.43	 
65.0	1.0	0.0	9.50097	-5.21029	25.02867	38.40747	4.63597	28.08832	0.40421	2512.814	27.3664	 
60.0	1.0	0.0	9.50457	-5.24621	24.98463	38.50285	4.71723	28.30544	0.4042	2376.3	27.3028	 
55.0	1.0	0.0	9.50817	-5.282	24.94081	38.59971	4.80115	28.52032	0.4042	2240.102	27.2396	 
50.0	1.0	0.0	9.51175	-5.31766	24.89722	38.69815	4.88787	28.73295	0.4042	2104.218	27.1768	 
45.0	1.0	0.0	9.51532	-5.3532	24.85385	38.79824	4.97753	28.94333	0.4042	1968.648	27.114	 
40.0	1.0	0.0	9.51888	-5.38862	24.81071	38.90005	5.07028	29.15146	0.4042	1833.389	27.0518	 
35.0	1.0	0.0	9.52243	-5.42391	24.76778	39.00368	5.16627	29.35734	0.4042	1698.439	26.99	 
30.0	1.0	0.0	9.52598	-5.45908	24.72508	39.10921	5.26569	29.56098	0.4042	1563.796	26.9286	 
25.0	1.0	0.0	9.52951	-5.49413	 	39.21675	5.36872	29.76237	0.4042	1429.459	 	 
